UserID;Run;GroupID;LongitudinalID;Trajectory;TrajectoryAlpha;TrajectorySize;EgoTrajectory;EgoTrajectoryAlpha;EgoTrajectorySize;PedestrianIntention;PedestrianIntentionSize;SemanticSegmentation;SemanticSegmentationAlpha;CarStatus;CarStatusAlpha;CoveredArea;CoveredAreaAlpha;CoveredAreaSize;OccludedCars
6400DD2B5B4A2803B2FCE1DC;1;GroupE;GroupE_BO;0.75;0.608;0.462;0.75;0.714;0.34;0.75;0.144;0.75;0.226;0.75;0.308;0.75;0.451;0.328;0.75
6400DD2B5B4A2803B2FCE1DC;2;GroupE;GroupE_BO;0.25;0.1;0.1;0.25;0.13;0.6;0.25;0.116;0.25;0.517;0.25;1;0.75;0.524;0.8;0.75
6400DD2B5B4A2803B2FCE1DC;3;GroupE;GroupE_BO;0.75;0.683;0.346;0.75;0.778;0.251;0.75;0.114;0.75;0.292;0.75;0.341;0.75;0.502;0.374;0.75
6400DD2B5B4A2803B2FCE1DC;4;GroupE;GroupE_BO;0.75;0.606;0.314;0.75;0.701;0.292;0.75;0.114;0.75;0.317;0.75;0.419;0.75;0.51;0.424;0.75
6400DD2B5B4A2803B2FCE1DC;5;GroupE;GroupE_BO;0.75;0.656;0.306;0.75;0.754;0.268;0.75;0.115;0.75;0.409;0.75;0.357;0.75;0.559;0.39;0.75
6400DD2B5B4A2803B2FCE1DC;6;GroupE;GroupE_BO;0.75;0.643;0.357;0.75;0.736;0.27;0.75;0.114;0.75;0.198;0.75;0.393;0.25;0.453;0.4;0.75
6400DD2B5B4A2803B2FCE1DC;7;GroupE;GroupE_BO;0.75;0.648;0.372;0.75;0.755;0.236;0.75;0.114;0.75;0.384;0.75;0.373;0.75;0.504;0.37;0.75
6400DD2B5B4A2803B2FCE1DC;8;GroupE;GroupE_BO;0.75;0.65;0.293;0.25;0.734;0.302;0.75;0.115;0.75;0.216;0.75;0.378;0.75;0.505;0.421;0.75
6400DD2B5B4A2803B2FCE1DC;9;GroupE;GroupE_BO;0.75;0.612;0.29;0.75;0.742;0.225;0.75;0.114;0.75;0.233;0.75;0.384;0.75;0.535;0.367;0.75
6400DD2B5B4A2803B2FCE1DC;10;GroupE;GroupE_BO;0.75;0.681;0.369;0.25;0.747;0.305;0.75;0.114;0.75;0.35;0.75;0.368;0.75;0.48;0.419;0.75
6400DD2B5B4A2803B2FCE1DC;11;GroupE;GroupE_BO;0.75;0.73;0.382;0.25;0.77;0.33;0.75;0.115;0.75;0.412;0.75;0.339;0.25;0.438;0.433;0.75
6400DD2B5B4A2803B2FCE1DC;13;GroupE;GroupE_BO;0.75;0.745;0.313;0.75;0.787;0.286;0.75;0.115;0.75;0.261;0.75;0.313;0.75;0.511;0.396;0.75
6400DD2B5B4A2803B2FCE1DC;2;GroupE;GroupE_BO;0.75;0.675;0.311;0.75;0.833;0.261;0.75;0.112;0.75;0.271;0.75;0.33;0.75;0.51;0.413;0.75
