Exploitation;Execution_Time;UserID;GroupID;LongitudinalID
1;22.197492837905884;6444B1E677EBE8B4E2C23ABD;GroupA;GroupA_No
2;27.63166880607605;6444B1E677EBE8B4E2C23ABD;GroupA;GroupA_No
3;28.76344323158264;6444B1E677EBE8B4E2C23ABD;GroupA;GroupA_No
4;24.576874256134033;6444B1E677EBE8B4E2C23ABD;GroupA;GroupA_No
5;23.480268478393555;6444B1E677EBE8B4E2C23ABD;GroupA;GroupA_No
6;61.60960626602173;6444B1E677EBE8B4E2C23ABD;GroupA;GroupA_No
7;57.345152139663696;6444B1E677EBE8B4E2C23ABD;GroupA;GroupA_No
8;54.215622901916504;6444B1E677EBE8B4E2C23ABD;GroupA;GroupA_No
9;68.89970850944519;6444B1E677EBE8B4E2C23ABD;GroupA;GroupA_No
10;62.62667417526245;6444B1E677EBE8B4E2C23ABD;GroupA;GroupA_No
