Hypervolume;Run;UserID;GroupID;LongitudinalID
18480.0;0;64666D2AC5EEF6C2EDEF35C0;GroupB;GroupB_No
18480.0;1;64666D2AC5EEF6C2EDEF35C0;GroupB;GroupB_No
18480.0;2;64666D2AC5EEF6C2EDEF35C0;GroupB;GroupB_No
18480.0;3;64666D2AC5EEF6C2EDEF35C0;GroupB;GroupB_No
18480.0;4;64666D2AC5EEF6C2EDEF35C0;GroupB;GroupB_No
18480.0;5;64666D2AC5EEF6C2EDEF35C0;GroupB;GroupB_No
18480.0;6;64666D2AC5EEF6C2EDEF35C0;GroupB;GroupB_No
18480.0;7;64666D2AC5EEF6C2EDEF35C0;GroupB;GroupB_No
18480.0;8;64666D2AC5EEF6C2EDEF35C0;GroupB;GroupB_No
18480.0;9;64666D2AC5EEF6C2EDEF35C0;GroupB;GroupB_No
